Format,Common Name,Scientific Name,Date,Year,Month,Day,Time,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Air Temp(°C)
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/14/2020,2020,6,14,1305,US-MA-021,Massachusetts,Norfolk,Museum of American Bird Art (Mass Audubon),42.16373,-71.13854,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/14/2020,2020,6,14,1305,US-MA-021,Massachusetts,Norfolk,Museum of American Bird Art (Mass Audubon),42.16373,-71.13854,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/14/2020,2020,6,14,1526,US-NC-037,North Carolina,Chatham,Jones Ferry Road,35.8609848,-79.1743949,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/14/2020,2020,6,14,1526,US-NC-037,North Carolina,Chatham,Jones Ferry Road,35.8609848,-79.1743949,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/14/2020,2020,6,14,1547,US-OH-139,Ohio,Richland,Ohio Bird Sanctuary,40.7278051,-82.6487732,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/14/2020,2020,6,14,2030,US-OH-093,Ohio,Lorain,3006 Abbe Road,41.453498,-82.0784399,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/14/2020,2020,6,14,2030,US-OH-093,Ohio,Lorain,3006 Abbe Road,41.453498,-82.0784399,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/14/2020,2020,6,14,2030,US-OH-093,Ohio,Lorain,3006 Abbe Road,41.453498,-82.0784399,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/14/2020,2020,6,14,2030,US-OH-093,Ohio,Lorain,3006 Abbe Road,41.453498,-82.0784399,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/15/2020,2020,6,15,816,US-TX-201,Texas,Harris,Bear Creek Park (UTC 097),29.8247288,-95.6288409,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/15/2020,2020,6,15,816,US-TX-201,Texas,Harris,Bear Creek Park (UTC 097),29.8247288,-95.6288409,Adult Male – 1,
Audio,Ruby-throated Hummingbird,Archilochus colubris,6/15/2020,2020,6,15,1500,US-NY-065,New York,Oneida,Oneida Lake--Lakeshore,43.223973,-75.744345,Adult Female – 1,
Audio,Ruby-throated Hummingbird,Archilochus colubris,6/16/2020,2020,6,16,614,US-PA-017,Pennsylvania,Bucks,Our Yard,40.2034236,-74.939096,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/16/2020,2020,6,16,720,US-WI-047,Wisconsin,Green Lake,TRS neighborhood,43.8534509,-89.0428913,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/16/2020,2020,6,16,720,US-WI-047,Wisconsin,Green Lake,TRS neighborhood,43.8534509,-89.0428913,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/16/2020,2020,6,16,815,US-OH-095,Ohio,Lucas,"Resurrection Cemetery, Toledo",41.6353797,-83.682121,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/16/2020,2020,6,16,1022,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/16/2020,2020,6,16,1022,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/16/2020,2020,6,16,1800,US-FL-109,Florida,St. Johns,St. Johns County Agricultural  Ext.Service,29.9047428,-81.4100269,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/17/2020,2020,6,17,0,US-NC-063,North Carolina,Durham,Rivermont Road,36.0565321,-78.969743,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/17/2020,2020,6,17,825,US-MO-071,Missouri,Franklin,Port Hudson Lake CA,38.4715139,-91.2681806,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/17/2020,2020,6,17,850,US-PA-091,Pennsylvania,Montgomery,Fulshaw Craeg Preserve,40.3383209,-75.4189029,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/17/2020,2020,6,17,858,US-MI-139,Michigan,Ottawa,Pine Bend Park,42.9134637,-86.1683893,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/17/2020,2020,6,17,858,US-MI-139,Michigan,Ottawa,Pine Bend Park,42.9134637,-86.1683893,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/17/2020,2020,6,17,1302,US-OH-153,Ohio,Summit,"821 East Nimisila Road, Akron, Ohio, US (40.941, -81.504)",40.9411334,-81.5035261,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/18/2020,2020,6,18,631,US-NC-055,North Carolina,Dare,Waves soundfront,35.5622821,-75.4715037,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/18/2020,2020,6,18,805,US-FL-109,Florida,St. Johns,Mill Creek Landing Neighborhood,30.0646346,-81.6133289,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/18/2020,2020,6,18,805,US-FL-109,Florida,St. Johns,Mill Creek Landing Neighborhood,30.0646346,-81.6133289,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/18/2020,2020,6,18,900,US-MI-159,Michigan,Van Buren,Kendall -Home- meadow and woodland,42.3709821,-85.7962778,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/18/2020,2020,6,18,1200,US-MI-063,Michigan,Huron,Huron Co. Nature Center--Wilderness Arboretum,43.9936272,-83.1202303,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/18/2020,2020,6,18,1906,US-PA-003,Pennsylvania,Allegheny,"Home, Crystal Dr, Oakmont US-PA (40.51,-79.82)",40.518421,-79.823416,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/18/2020,2020,6,18,1906,US-PA-003,Pennsylvania,Allegheny,"Home, Crystal Dr, Oakmont US-PA (40.51,-79.82)",40.518421,-79.823416,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/19/2020,2020,6,19,1018,US-IL-019,Illinois,Champaign,"2503 Appaloosa Lane, Mahomet, Illinois, US (40.229, -88.363)",40.228903,-88.3630561,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/19/2020,2020,6,19,1330,US-PA-019,Pennsylvania,Butler,Seven Hills Rd,40.9794445,-79.8008895,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/20/2020,2020,6,20,550,US-VT-025,Vermont,Windham,"Grafton, VT, USA",43.1731487,-72.6093541,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/20/2020,2020,6,20,550,US-VT-025,Vermont,Windham,"Grafton, VT, USA",43.1731487,-72.6093541,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/20/2020,2020,6,20,550,US-VT-025,Vermont,Windham,"Grafton, VT, USA",43.1731487,-72.6093541,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/20/2020,2020,6,20,1104,US-FL-035,Florida,Flagler,Washington Oaks Gardens SP,29.6347135,-81.2043542,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/21/2020,2020,6,21,614,US-WI-129,Wisconsin,Washburn,"Upper Kimball Lake, Minong US-WI 46.13676, -91.95215",46.136761,-91.952147,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/21/2020,2020,6,21,614,US-WI-129,Wisconsin,Washburn,"Upper Kimball Lake, Minong US-WI 46.13676, -91.95215",46.136761,-91.952147,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/22/2020,2020,6,22,1945,US-SC-015,South Carolina,Berkeley,"1302 Song Sparrow Way, Hanahan, South Carolina, US (32.945, -80.011)",32.9451007,-80.0113996,Adult Female – 1; Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/23/2020,2020,6,23,1315,US-MA-021,Massachusetts,Norfolk,"D. Blakely Hoar Sanctuary, Brookline",42.30195,-71.159498,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/23/2020,2020,6,23,1315,US-MA-021,Massachusetts,Norfolk,"D. Blakely Hoar Sanctuary, Brookline",42.30195,-71.159498,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/23/2020,2020,6,23,1315,US-MA-021,Massachusetts,Norfolk,"D. Blakely Hoar Sanctuary, Brookline",42.30195,-71.159498,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/23/2020,2020,6,23,1743,US-PA-073,Pennsylvania,Lawrence,"3388-3412 Harlansburg Road, New Castle, Pennsylvania, US (41.018, -80.212)",41.0177598,-80.2122959,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/23/2020,2020,6,23,1743,US-PA-073,Pennsylvania,Lawrence,"3388-3412 Harlansburg Road, New Castle, Pennsylvania, US (41.018, -80.212)",41.0177598,-80.2122959,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/23/2020,2020,6,23,1743,US-PA-073,Pennsylvania,Lawrence,"3388-3412 Harlansburg Road, New Castle, Pennsylvania, US (41.018, -80.212)",41.0177598,-80.2122959,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/23/2020,2020,6,23,1842,US-NY-119,New York,Westchester,Hunt-Parker Sanctuary--Bylane Farm,41.2827085,-73.6707115,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/24/2020,2020,6,24,626,US-NY-029,New York,Erie,Home,42.7338768,-78.7242615,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/24/2020,2020,6,24,1230,US-NY-071,New York,Orange,Bellvale Community (restricted access),41.2881382,-74.267777,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/24/2020,2020,6,24,1230,US-NY-071,New York,Orange,Bellvale Community (restricted access),41.2881382,-74.267777,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/24/2020,2020,6,24,1230,US-NY-071,New York,Orange,Bellvale Community (restricted access),41.2881382,-74.267777,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/24/2020,2020,6,24,1230,US-NY-071,New York,Orange,Bellvale Community (restricted access),41.2881382,-74.267777,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/24/2020,2020,6,24,1230,US-NY-071,New York,Orange,Bellvale Community (restricted access),41.2881382,-74.267777,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/24/2020,2020,6,24,1525,US-NJ-037,New Jersey,Sussex,Stokes SF--Steam Mill,41.2389316,-74.7357738,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/24/2020,2020,6,24,1806,US-NY-119,New York,Westchester,Hunt-Parker Sanctuary--Bylane Farm,41.2827085,-73.6707115,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/25/2020,2020,6,25,1750,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/25/2020,2020,6,25,1750,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/26/2020,2020,6,26,1100,US-DE-001,Delaware,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/26/2020,2020,6,26,1100,US-DE-001,Delaware,Kent,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/26/2020,2020,6,26,1100,US-MD-003,Maryland,Anne Arundel,Patuxent Research Refuge--North Tract,39.0778753,-76.7713881,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/26/2020,2020,6,26,1100,US-MD-003,Maryland,Anne Arundel,Patuxent Research Refuge--North Tract,39.0778753,-76.7713881,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/26/2020,2020,6,26,1405,US-MN-147,Minnesota,Steele,Saco Farm Yard,44.0082189,-93.2766724,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/27/2020,2020,6,27,632,US-MA-015,Massachusetts,Hampshire,"Nash Hill Road & Henhawk Trail, Williamsburg",42.4295636,-72.7075766,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/27/2020,2020,6,27,632,US-MA-015,Massachusetts,Hampshire,"Nash Hill Road & Henhawk Trail, Williamsburg",42.4295636,-72.7075766,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/27/2020,2020,6,27,935,US-OH-095,Ohio,Lucas,Plessner Residence,41.63449,-83.66163,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/27/2020,2020,6,27,1452,US-CT-011,Connecticut,New London,"Pepperidge Drive, Waterford, Connecticut, US",41.4214941,-72.1055215,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/27/2020,2020,6,27,1632,US-MN-029,Minnesota,Clearwater,"Douglas Lodge Drive, Laporte, Minnesota, US (47.192, -95.171)",47.191856,-95.1709842,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2020,2020,6,28,810,US-FL-109,Florida,St. Johns,Mill Creek Landing Neighborhood,30.0646346,-81.6133289,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2020,2020,6,28,819,US-PA-017,Pennsylvania,Bucks,Neshaminy SP,40.0761338,-74.9163527,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2020,2020,6,28,911,US-NY-055,New York,Monroe,Sandra L. Frankel Nature Park (Brickyard Trail),43.1220603,-77.5799131,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2020,2020,6,28,911,US-NY-055,New York,Monroe,Sandra L. Frankel Nature Park (Brickyard Trail),43.1220603,-77.5799131,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2020,2020,6,28,1225,US-KY-111,Kentucky,Jefferson,"Sutherland, Prospect, KY",38.3504434,-85.6149314,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2020,2020,6,28,1230,US-PA-085,Pennsylvania,Mercer,SGL 130 Reeds Furnace-Griffin Rds,41.3219817,-80.0125051,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/28/2020,2020,6,28,1450,US-MN-029,Minnesota,Clearwater,"Douglas Lodge Drive, Laporte, Minnesota, US (47.192, -95.171)",47.191856,-95.1709842,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/29/2020,2020,6,29,932,US-IL-043,Illinois,DuPage,Greene Valley Forest Preserve,41.7385,-88.0777,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/29/2020,2020,6,29,1533,US-PA-015,Pennsylvania,Bradford,Sundance Life Farm,41.83549,-76.397605,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/29/2020,2020,6,29,1533,US-PA-015,Pennsylvania,Bradford,Sundance Life Farm,41.83549,-76.397605,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/29/2020,2020,6,29,1533,US-PA-015,Pennsylvania,Bradford,Sundance Life Farm,41.83549,-76.397605,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2020,2020,6,30,709,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2020,2020,6,30,709,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2020,2020,6,30,709,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,6/30/2020,2020,6,30,801,US-NY-031,New York,Essex,Home,43.8203818,-73.4929803,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2020,2020,7,1,745,US-TN-053,Tennessee,Gibson,Mt. Orange--Greene Yard,35.9563584,-88.9985061,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2020,2020,7,1,745,US-TN-053,Tennessee,Gibson,Mt. Orange--Greene Yard,35.9563584,-88.9985061,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/1/2020,2020,7,1,916,US-NY-009,New York,Cattaraugus,Conewango Swamp WMA,42.1794444,-78.9861111,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2020,2020,7,2,637,US-OK-041,Oklahoma,Delaware,"62901 E 312 Rd, Grove US-OK 36.56629, -94.75761",36.566289,-94.757612,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2020,2020,7,2,811,US-OH-049,Ohio,Franklin,Ohio State University--Wetlands,40.0196614,-83.0187035,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/2/2020,2020,7,2,1252,US-NC-011,North Carolina,Avery,Grandfather Mountain--Nature Museum,36.0901529,-81.8353182,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2020,2020,7,3,1531,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2020,2020,7,3,1915,US-IN-123,Indiana,Perry,US-IN-Tell City-HMN Yard - 37.9533x-86.7347,37.953309,-86.73469,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2020,2020,7,3,1915,US-IN-123,Indiana,Perry,US-IN-Tell City-HMN Yard - 37.9533x-86.7347,37.953309,-86.73469,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2020,2020,7,3,1915,US-IN-123,Indiana,Perry,US-IN-Tell City-HMN Yard - 37.9533x-86.7347,37.953309,-86.73469,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/3/2020,2020,7,3,1915,US-IN-123,Indiana,Perry,US-IN-Tell City-HMN Yard - 37.9533x-86.7347,37.953309,-86.73469,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/4/2020,2020,7,4,1704,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/4/2020,2020,7,4,1859,US-PA-133,Pennsylvania,York,Woodbridge Neighborhood,40.1798898,-76.804634,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/4/2020,2020,7,4,1859,US-PA-133,Pennsylvania,York,Woodbridge Neighborhood,40.1798898,-76.804634,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/4/2020,2020,7,4,1859,US-PA-133,Pennsylvania,York,Woodbridge Neighborhood,40.1798898,-76.804634,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/4/2020,2020,7,4,1859,US-PA-133,Pennsylvania,York,Woodbridge Neighborhood,40.1798898,-76.804634,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2020,2020,7,5,610,US-PA-085,Pennsylvania,Mercer,"Transfer, PA - Willadell Rd.",41.2955247,-80.3786343,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2020,2020,7,5,610,US-PA-085,Pennsylvania,Mercer,"Transfer, PA - Willadell Rd.",41.2955247,-80.3786343,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2020,2020,7,5,610,US-PA-085,Pennsylvania,Mercer,"Transfer, PA - Willadell Rd.",41.2955247,-80.3786343,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2020,2020,7,5,1008,US-WI-049,Wisconsin,Iowa,"Feeders plus 6681 Leaches Crossing Rd, Avoca WI",43.1372341,-90.2359797,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2020,2020,7,5,1310,US-NY-053,New York,Madison,"5344 Indian Lookout Road, Cazenovia, New York, US (42.981, -75.861)",42.9805627,-75.8614122,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2020,2020,7,5,1310,US-NY-053,New York,Madison,"5344 Indian Lookout Road, Cazenovia, New York, US (42.981, -75.861)",42.9805627,-75.8614122,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2020,2020,7,5,1859,US-NY-061,New York,New York,Central Park--Tupelo Meadow,40.7777727,-73.9692761,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2020,2020,7,5,1859,US-NY-061,New York,New York,Central Park--Tupelo Meadow,40.7777727,-73.9692761,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/5/2020,2020,7,5,1859,US-NY-061,New York,New York,Central Park--Tupelo Meadow,40.7777727,-73.9692761,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/6/2020,2020,7,6,730,US-NC-081,North Carolina,Guilford,Tucket,36.1908642,-79.8328909,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/6/2020,2020,7,6,730,US-NC-081,North Carolina,Guilford,Tucket,36.1908642,-79.8328909,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2020,2020,7,7,735,US-FL-109,Florida,St. Johns,Mill Creek Landing Neighborhood,30.0646346,-81.6133289,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2020,2020,7,7,750,US-OH-093,Ohio,Lorain,Home,41.2639893,-82.080138,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2020,2020,7,7,750,US-OH-093,Ohio,Lorain,Home,41.2639893,-82.080138,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2020,2020,7,7,750,US-OH-093,Ohio,Lorain,Home,41.2639893,-82.080138,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2020,2020,7,7,819,US-IL-031,Illinois,Cook,McClaughrey Spring Woods,41.6774956,-87.8478813,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/7/2020,2020,7,7,1430,US-NY-035,New York,Fulton,Pine Lake (Fulton Co.),43.195603,-74.5144701,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/8/2020,2020,7,8,816,US-MN-139,Minnesota,Scott,Murphy-Hanrehan Park Reserve,44.719143,-93.341242,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/8/2020,2020,7,8,816,US-MN-139,Minnesota,Scott,Murphy-Hanrehan Park Reserve,44.719143,-93.341242,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/8/2020,2020,7,8,2000,US-OH-093,Ohio,Lorain,3006 Abbe Road,41.453498,-82.0784399,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/8/2020,2020,7,8,2000,US-OH-093,Ohio,Lorain,3006 Abbe Road,41.453498,-82.0784399,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/8/2020,2020,7,8,2000,US-OH-093,Ohio,Lorain,3006 Abbe Road,41.453498,-82.0784399,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2020,2020,7,9,0,US-NC-063,North Carolina,Durham,Rivermont Road,36.0565321,-78.969743,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2020,2020,7,9,0,US-NC-063,North Carolina,Durham,Rivermont Road,36.0565321,-78.969743,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2020,2020,7,9,730,US-NY-017,New York,Chenango,Cahoon Rd south near NY206,42.3267967,-75.6869006,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2020,2020,7,9,1919,US-IA-103,Iowa,Johnson,My residence,41.764356,-91.6107792,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/9/2020,2020,7,9,1919,US-IA-103,Iowa,Johnson,My residence,41.764356,-91.6107792,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2020,2020,7,10,1100,US-NY-013,New York,Chautauqua,C&C's House,42.1619868,-79.5474871,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2020,2020,7,10,1100,US-NY-013,New York,Chautauqua,C&C's House,42.1619868,-79.5474871,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2020,2020,7,10,1340,US-NY-099,New York,Seneca,Montezuma NWR--South Spring Pool,42.97062,-76.772992,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2020,2020,7,10,1800,US-WI-027,Wisconsin,Dodge,Hickory Springs,43.4560654,-88.7714195,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/10/2020,2020,7,10,1933,US-NY-029,New York,Erie,Home,42.7338768,-78.7242615,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,527,US-WI-025,Wisconsin,Dane,Cherokee Marsh Conservation Park--North Unit,43.1667973,-89.3649366,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,527,US-WI-025,Wisconsin,Dane,Cherokee Marsh Conservation Park--North Unit,43.1667973,-89.3649366,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,527,US-WI-025,Wisconsin,Dane,Cherokee Marsh Conservation Park--North Unit,43.1667973,-89.3649366,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,527,US-WI-025,Wisconsin,Dane,Cherokee Marsh Conservation Park--North Unit,43.1667973,-89.3649366,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,527,US-WI-025,Wisconsin,Dane,Cherokee Marsh Conservation Park--North Unit,43.1667973,-89.3649366,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,527,US-WI-025,Wisconsin,Dane,Cherokee Marsh Conservation Park--North Unit,43.1667973,-89.3649366,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,654,US-FL-053,Florida,Hernando,"Brooksville, FL 6401 Cedar Lane",28.5248949,-82.340126,Adult Male – 1,
