Format,Common Name,Scientific Name,Date,Year,Month,Day,Time,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Air Temp(°C)
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,809,US-NY-027,New York,Dutchess,Deep Hollow Rd. (Dutchess Co.),41.8171319,-73.5959005,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,833,US-PA-075,Pennsylvania,Lebanon,Swatara SP (Lebanon Co.),40.483078,-76.54572,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,1016,US-MI-099,Michigan,Macomb,Joseph Delia Park,42.5965339,-83.0765855,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,1016,US-MI-099,Michigan,Macomb,Joseph Delia Park,42.5965339,-83.0765855,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,1016,US-MI-099,Michigan,Macomb,Joseph Delia Park,42.5965339,-83.0765855,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/11/2020,2020,7,11,1620,US-IA-113,Iowa,Linn,Home,42.0162692,-91.7330074,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,700,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,700,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,700,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,700,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,700,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,711,US-WV-039,West Virginia,Kanawha,"131 W. Riverview, Belle",38.234489,-81.5447009,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,711,US-WV-039,West Virginia,Kanawha,"131 W. Riverview, Belle",38.234489,-81.5447009,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,1300,US-NY-111,New York,Ulster,Minnewaska trail,41.7093809,-74.1959953,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,1300,US-NY-111,New York,Ulster,Minnewaska trail,41.7093809,-74.1959953,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,1300,US-NY-111,New York,Ulster,Minnewaska trail,41.7093809,-74.1959953,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,1300,US-NY-111,New York,Ulster,Minnewaska trail,41.7093809,-74.1959953,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,1300,US-NY-111,New York,Ulster,Minnewaska trail,41.7093809,-74.1959953,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,1710,US-PA-063,Pennsylvania,Indiana,Swisco Road,40.4802041,-79.3297311,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,1710,US-PA-063,Pennsylvania,Indiana,Swisco Road,40.4802041,-79.3297311,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/12/2020,2020,7,12,1710,US-PA-063,Pennsylvania,Indiana,Swisco Road,40.4802041,-79.3297311,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2020,2020,7,13,730,US-NY-065,New York,Oneida,Oneida Lake--Lakeshore,43.223973,-75.744345,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2020,2020,7,13,1952,US-OH-153,Ohio,Summit,Home,41.0134928,-81.5936606,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2020,2020,7,13,1952,US-OH-153,Ohio,Summit,Home,41.0134928,-81.5936606,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2020,2020,7,13,1952,US-OH-153,Ohio,Summit,Home,41.0134928,-81.5936606,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/13/2020,2020,7,13,1952,US-OH-153,Ohio,Summit,Home,41.0134928,-81.5936606,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,626,US-TX-201,Texas,Harris,BellaVita Neighborhood (access limited),29.5614783,-95.2287318,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,655,US-NY-119,New York,Westchester,Marshlands Conservancy,40.9560952,-73.7037651,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,750,US-MD-009,Maryland,Calvert,Karen Ct,38.6557129,-76.5649725,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,821,US-OH-153,Ohio,Summit,Home,41.0134928,-81.5936606,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,821,US-OH-153,Ohio,Summit,Home,41.0134928,-81.5936606,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,858,US-NY-111,New York,Ulster,Lake Minnewaska SP,41.7289634,-74.2391682,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,858,US-NY-111,New York,Ulster,Lake Minnewaska SP,41.7289634,-74.2391682,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,1330,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,1330,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,1415,US-WI-025,Wisconsin,Dane,Sylvan Avenue,43.0670455,-89.4363318,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/14/2020,2020,7,14,1831,US-NY-057,New York,Montgomery,Northview Farm,42.9451135,-74.3860857,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/15/2020,2020,7,15,703,US-WV-039,West Virginia,Kanawha,"131 W. Riverview, Belle",38.234489,-81.5447009,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/15/2020,2020,7,15,730,US-NC-081,North Carolina,Guilford,Tucket,36.1908642,-79.8328909,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/15/2020,2020,7,15,1130,US-MD-009,Maryland,Calvert,Karen Ct,38.6557129,-76.5649725,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/15/2020,2020,7,15,1130,US-MD-009,Maryland,Calvert,Karen Ct,38.6557129,-76.5649725,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/15/2020,2020,7,15,1130,US-MD-009,Maryland,Calvert,Karen Ct,38.6557129,-76.5649725,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/15/2020,2020,7,15,1130,US-NC-011,North Carolina,Avery,Grandfather Mountain--Nature Museum,36.0901529,-81.8353182,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/17/2020,2020,7,17,730,US-NC-081,North Carolina,Guilford,Tucket,36.1908642,-79.8328909,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/17/2020,2020,7,17,800,US-FL-069,Florida,Lake,Lake Apopka North Shore--Lake Apopka Loop Trail--CR 448A Levy (Lake County),28.7047512,-81.670019,Adult – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/17/2020,2020,7,17,915,US-IL-043,Illinois,DuPage,"5770 Pershing Ave, Downers Grove US-IL 41.78138, -88.03540",41.781383,-88.035398,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/17/2020,2020,7,17,1023,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/17/2020,2020,7,17,1023,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,645,US-NC-053,North Carolina,Currituck,Point Harbor--Powells Point,36.072,-75.797,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,652,US-WI-125,Wisconsin,Vilas,Fire Lane Road (Vilas Co.),46.0784222,-89.2132541,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,807,US-GA-067,Georgia,Cobb,"(Backyard) 4105 Berryhill Trace SE, Smyrna US-GA",33.8462416,-84.5189591,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,839,US-MD-003,Maryland,Anne Arundel,Patuxent Research Refuge--North Tract - Wildlife Viewing Area/Merganser Pond,39.0723755,-76.7744726,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,858,US-MD-009,Maryland,Calvert,Karen Ct,38.6557129,-76.5649725,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,858,US-MD-009,Maryland,Calvert,Karen Ct,38.6557129,-76.5649725,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,858,US-MD-009,Maryland,Calvert,Karen Ct,38.6557129,-76.5649725,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,858,US-MD-009,Maryland,Calvert,Karen Ct,38.6557129,-76.5649725,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,1628,US-GA-027,Georgia,Brooks,Our Quitman Farm,30.73503,-83.50827,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,1805,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,1805,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,1805,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,1805,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/18/2020,2020,7,18,1805,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,608,US-MO-189,Missouri,St. Louis,Columbia Bottom CA,38.8161056,-90.1332583,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,608,US-MO-189,Missouri,St. Louis,Columbia Bottom CA,38.8161056,-90.1332583,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,659,US-OH-049,Ohio,Franklin,Ma & Pa's yard & neighbor's forest,39.9959043,-83.2016632,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,745,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,745,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,745,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,745,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,745,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,745,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,745,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,745,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,745,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,745,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,746,US-VA-153,Virginia,Prince William,US-VA Govoni-Bybell Residence (Brentsville Area) PRIVATE,38.6745631,-77.4791908,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,849,US-MA-027,Massachusetts,Worcester,Private property - Massachusetts,42.113629,-71.939475,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,849,US-MA-027,Massachusetts,Worcester,Private property - Massachusetts,42.113629,-71.939475,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,849,US-MA-027,Massachusetts,Worcester,Private property - Massachusetts,42.113629,-71.939475,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,849,US-MA-027,Massachusetts,Worcester,Private property - Massachusetts,42.113629,-71.939475,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,849,US-MA-027,Massachusetts,Worcester,Private property - Massachusetts,42.113629,-71.939475,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,849,US-MA-027,Massachusetts,Worcester,Private property - Massachusetts,42.113629,-71.939475,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,849,US-MA-027,Massachusetts,Worcester,Private property - Massachusetts,42.113629,-71.939475,Adult Female – 2,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,1130,US-MD-009,Maryland,Calvert,Karen Ct,38.6557129,-76.5649725,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,1805,US-OH-093,Ohio,Lorain,Home,41.2639893,-82.080138,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,1805,US-OH-093,Ohio,Lorain,Home,41.2639893,-82.080138,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,1939,US-MI-159,Michigan,Van Buren,Kendall -Home- meadow and woodland,42.3709821,-85.7962778,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,1939,US-MI-159,Michigan,Van Buren,Kendall -Home- meadow and woodland,42.3709821,-85.7962778,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/19/2020,2020,7,19,1939,US-MI-159,Michigan,Van Buren,Kendall -Home- meadow and woodland,42.3709821,-85.7962778,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/20/2020,2020,7,20,814,US-IL-043,Illinois,DuPage,Greene Valley Forest Preserve,41.7385,-88.0777,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/20/2020,2020,7,20,845,US-NY-107,New York,Tioga,"Tubbs Hill Rd, Richford",42.3483635,-76.1646831,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/20/2020,2020,7,20,1212,US-MD-009,Maryland,Calvert,Karen Ct,38.6557129,-76.5649725,Adult Female – 1,
Audio,Ruby-throated Hummingbird,Archilochus colubris,7/21/2020,2020,7,21,715,US-NY-065,New York,Oneida,Oneida Lake--Lakeshore,43.223973,-75.744345,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/21/2020,2020,7,21,753,US-VA-113,Virginia,Madison,Shenandoah NP--Limberlost Trail,38.5800149,-78.3814296,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/21/2020,2020,7,21,1915,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/21/2020,2020,7,21,1915,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/21/2020,2020,7,21,1915,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/22/2020,2020,7,22,818,US-MO-071,Missouri,Franklin,Rocky Ridge,38.3680061,-91.2471597,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/22/2020,2020,7,22,840,US-MI-161,Michigan,Washtenaw,Gallup Park,42.273276,-83.693397,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/22/2020,2020,7,22,840,US-MI-161,Michigan,Washtenaw,Gallup Park,42.273276,-83.693397,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/22/2020,2020,7,22,840,US-MI-161,Michigan,Washtenaw,Gallup Park,42.273276,-83.693397,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/22/2020,2020,7,22,840,US-MI-161,Michigan,Washtenaw,Gallup Park,42.273276,-83.693397,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/22/2020,2020,7,22,1215,US-NC-075,North Carolina,Graham,Snowbird Mountain Lodge,35.3428788,-83.8909256,Adult – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/22/2020,2020,7,22,1804,US-ME-009,Maine,Hancock,Ship Island (restricted access),44.234261,-68.4402775,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/23/2020,2020,7,23,640,US-WV-039,West Virginia,Kanawha,"131 W. Riverview, Belle",38.234489,-81.5447009,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/23/2020,2020,7,23,640,US-WV-039,West Virginia,Kanawha,"131 W. Riverview, Belle",38.234489,-81.5447009,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/23/2020,2020,7,23,1347,US-PA-133,Pennsylvania,York,Woodbridge Neighborhood,40.1798898,-76.804634,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/23/2020,2020,7,23,1347,US-PA-133,Pennsylvania,York,Woodbridge Neighborhood,40.1798898,-76.804634,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/23/2020,2020,7,23,1347,US-PA-133,Pennsylvania,York,Woodbridge Neighborhood,40.1798898,-76.804634,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/23/2020,2020,7,23,1748,US-MA-011,Massachusetts,Franklin,Sunderland,42.4344274,-72.574256,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/23/2020,2020,7,23,1748,US-MA-011,Massachusetts,Franklin,Sunderland,42.4344274,-72.574256,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,530,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,530,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,530,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,530,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,530,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,530,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,530,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,530,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,530,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,530,US-NY-111,New York,Ulster,Ulster County Fairgrounds,41.721408,-74.1188818,Adult Male – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,1800,US-IL-077,Illinois,Jackson,Hardenbergh Rd.,37.6359827,-89.2006355,Adult Female – 1,
Photo,Ruby-throated Hummingbird,Archilochus colubris,7/24/2020,2020,7,24,1800,US-IL-077,Illinois,Jackson,Hardenbergh Rd.,37.6359827,-89.2006355,Adult Male – 1,
